Longitude,Latitude,datetime_x,UHI Index,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,ndwi,ndvi,ndbi,B01 (pooled),B02 (pooled),B03 (pooled),B04 (pooled),B05 (pooled),B06 (pooled),B07 (pooled),B08 (pooled),B8A (pooled),B11 (pooled),B12 (pooled),ndwi (pooled),ndvi (pooled),ndbi (pooled),uhi_id,datetime_y,building_count_0-25ft,building_impact_0-25ft,building_count_25-50ft,building_impact_25-50ft,building_count_50-100ft,building_impact_50-100ft,building_count_100-200ft,building_impact_100-200ft,building_count_200-500ft,building_impact_200-500ft,closest_building_distance,closest_building_height,closest_building_area,tree_count_0-25ft,tree_impact_0-25ft,tree_count_25-50ft,tree_impact_25-50ft,tree_count_50-100ft,tree_impact_50-100ft,tree_count_100-200ft,tree_impact_100-200ft,tree_count_200-500ft,tree_impact_200-500ft,closest_tree_distance,closest_tree_dbh,longitude,latitude
-73.90947667,40.81216333,24-07-2021 15:53,1.010815469,1177.0,1177.0,964.0,1115.0,1124.0,1328.0,1615.5,1661.5,1965.0,1860.0,1909.5,-0.26566368310797944,0.1968305420493427,0.05636802498935113,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0143244289585753,-0.0,-0.0,-0.0,13,24-07-2021 15:53,0.0,0.0,5.0,164341.3666210513,6.0,407596.1392508448,17.0,69263.10857658715,35.0,633142.3452885294,29.538739973358776,30.78,13750.646787730331,0.0,0.0,1.0,4.441432731843342,2.0,16.609938991225384,6.0,63.78509405694204,53.0,1028.2946618855844,36.68768504569568,4.0,-73.90947667000002,40.81216333
-73.90949333,40.81209333,24-07-2021 15:53,1.010815469,1354.0,1354.0,1138.0,1364.0,1434.0,1900.0,1912.0,2057.5,1998.0,2077.5,2269.5,-0.2877483961821311,0.20268887914657313,0.0048367593712212815,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0636203866432337,0.0,0.0,0.0,14,24-07-2021 15:53,0.0,0.0,5.0,153617.88779684965,4.0,28728.04739593828,20.0,462368.37438206567,34.0,607375.7036763062,31.715944567765327,30.78,13750.646787730331,1.0,5.512703676906749,1.0,6.628016296675528,1.0,11.416191217263568,10.0,112.6876431502904,48.0,971.8039334124804,18.217580567960088,4.0,-73.90949333,40.81209333000001
-73.90952167,40.81203167,24-07-2021 15:53,1.010815469,1354.0,1354.0,1249.0,1427.0,1537.0,1900.0,1912.0,2057.5,1953.0,2077.5,2269.5,-0.24451837290185996,0.1809441813746592,0.0048367593712212815,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0749555950266429,0.0,0.0,0.0,15,24-07-2021 15:53,0.0,0.0,5.0,144899.47872213853,3.0,31385.912874781177,18.0,453642.3645237941,36.0,564343.0413743155,29.981158017523097,30.78,13750.646787730331,2.0,13.290502935431851,0.0,0.0,1.0,12.396322952051989,9.0,105.76709378918773,50.0,1025.1247114570554,21.475518051479867,4.0,-73.90952167,40.81203166999999
-73.90954833,40.81194,24-07-2021 15:54,1.010815469,1354.0,1354.0,1111.0,1304.0,1369.0,1953.5,1950.5,1996.0,1712.0,2109.5,2300.5,-0.2848406823302221,0.2096969696969697,0.02764584094507368,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.0,0.0,0.0,17,24-07-2021 15:54,0.0,0.0,4.0,139594.3295204872,4.0,26412.41991505576,18.0,446043.9503164247,39.0,561930.0091936723,31.537936180465262,30.78,13750.646787730331,1.0,7.859629433067173,1.0,14.966627767023192,4.0,28.91216996750889,8.0,123.23431993212564,48.0,994.1539246444364,24.06627637262434,5.0,-73.90954833,40.81194
-73.90956333,40.8119,24-07-2021 15:54,1.010815469,1354.0,1354.0,2200.0,2340.0,2432.0,1953.5,1950.5,1996.0,2777.0,2109.5,2300.5,0.04861773117254528,-0.07933579335793357,0.02764584094507368,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0938453963564746,-0.0,-0.0,-0.0,18,24-07-2021 15:54,0.0,0.0,3.0,139651.99675770025,4.0,17615.159930148457,17.0,447312.4285682016,42.0,563803.8807245923,31.31724581612135,30.78,13750.646787730331,1.0,15.334326054437106,1.0,6.945681770991687,4.0,29.386622236058603,8.0,124.77979835907745,46.0,955.4586729379344,24.421045773148077,7.0,-73.90956333,40.81190000000001
-73.9096,40.81181167,24-07-2021 15:54,1.012979184,1354.0,1354.0,1481.0,1707.0,1890.0,1953.5,1950.5,1996.0,2073.0,2109.5,2300.5,-0.14811619211964336,0.07804482851741831,0.02764584094507368,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0520178346861781,0.0,0.0,0.0,20,24-07-2021 15:54,0.0,0.0,3.0,138043.1648628395,6.0,37892.22587844381,11.0,89453.1237888651,46.0,891725.8848320878,32.62112215317414,30.78,13750.646787730331,0.0,0.0,2.0,22.089062389967214,6.0,70.20074820641777,8.0,167.29418582733865,43.0,972.811575075072,45.4528230295691,7.0,-73.9096,40.81181166999999
-73.909615,40.81175333,24-07-2021 15:54,1.012979184,1354.0,1354.0,1137.0,1345.0,1431.0,1560.5,1657.0,1731.0,1608.0,1758.5,1961.0,-0.20711297071129708,0.12548764629388817,0.0078807852127812,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0989072569347156,0.0,0.0,0.0,21,24-07-2021 15:54,0.0,0.0,2.0,110421.91735211096,5.0,47752.13693520638,12.0,90679.7230798194,48.0,890754.116814499,34.13478940578342,1.0,1282.8572738211528,0.0,0.0,1.0,9.771272727864364,6.0,79.31434437420123,9.0,173.65683552779709,44.0,1026.382395203926,39.81601771064499,6.0,-73.909615,40.81175333000001
-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,950.5,950.5,1654.0,1836.0,1919.0,1941.5,2058.0,2063.5,2154.0,2066.5,2333.5,-0.1101546738399462,0.05834081292473394,0.0007263922518159806,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,23,24-07-2021 15:54,0.0,0.0,3.0,35948.312586708686,4.0,110497.43472879284,8.0,36594.46109100271,52.0,996849.8627205936,31.794780890230538,1.0,1282.8572738211528,0.0,0.0,1.0,14.604140905751052,4.0,75.57779985465693,13.0,250.25887126862807,47.0,1066.4719775319886,28.651699643011668,7.0,-73.90964667,40.81164333
-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,751.5,751.5,2036.0,2114.0,2305.0,1921.5,2343.5,2478.0,2320.0,2500.5,2339.0,-0.0979175897208684,0.07926829268292683,0.004519433564326604,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0040781283537239,0.0,0.0,0.0,24,24-07-2021 15:54,0.0,0.0,3.0,35856.78892781584,2.0,706.5440904970928,9.0,132582.24979672168,51.0,997069.6780678156,35.753583612293895,19.200000000000003,3392.6412196131155,1.0,16.001906849439973,0.0,0.0,4.0,154.46227554221585,14.0,280.778248782581,46.0,971.7066257541516,21.373141434125856,7.0,-73.90966167,40.81157833
-73.90969333,40.81144167,24-07-2021 15:54,1.012979184,751.5,751.5,1529.0,1548.0,1741.0,1921.5,2343.5,2478.0,2234.0,2500.5,2339.0,-0.23683553780883454,0.23099850968703428,0.004519433564326604,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0229608572053356,0.0,0.0,0.0,26,24-07-2021 15:54,0.0,0.0,2.0,34898.53481801317,2.0,891.260747003879,8.0,162859.99914335084,50.0,645707.6941821447,35.12425910895788,1.0,63705.03241660105,1.0,36.23393736742151,1.0,103.49545497485404,3.0,97.75148801414568,13.0,329.84011356032,47.0,946.0038456511348,15.797371982277715,10.0,-73.90969333,40.81144167
-73.909705,40.81137667,24-07-2021 15:54,1.012979184,751.5,751.5,780.5,953.5,935.0,1174.5,2188.5,2543.0,2452.0,2650.5,1830.0,-0.5303144275613059,0.4545974545974546,0.0206989506113411,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.1452592246613732,-0.0,-0.0,-0.0,27,24-07-2021 15:54,0.0,0.0,1.0,18378.21713845455,2.0,16281.9299217633,7.0,156085.69231749195,50.0,588587.2029927291,32.01913349347319,1.0,63705.03241660105,0.0,0.0,3.0,146.40863893493662,2.0,95.30580892357928,13.0,332.9624365351108,49.0,988.7188524056028,26.619469288344085,10.0,-73.909705,40.811376670000016
-73.909745,40.81123,24-07-2021 15:54,1.012979184,751.5,751.5,698.5,849.0,795.5,1174.5,2188.5,2543.0,2387.0,2650.5,1830.0,-0.5690266851766158,0.4994103773584906,0.0206989506113411,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.1320844202039364,-0.0,-0.0,-0.0,29,24-07-2021 15:54,0.0,0.0,1.0,18984.66293735066,1.0,519.2914261746788,6.0,79919.20509924211,56.0,674852.5972434644,28.66294386075706,1.0,63705.03241660105,1.0,8.447946011072139,1.0,96.49570208853008,6.0,284.1814880412628,7.0,195.34930142132453,54.0,1070.7755380714862,19.284452766319347,5.0,-73.909745,40.81123
-73.909755,40.81120333,24-07-2021 15:54,1.012979184,751.5,751.5,832.0,927.5,924.5,1124.0,1851.5,2144.0,2008.0,2165.5,1664.5,-0.44086021505376344,0.3960605567312388,0.004988977839656573,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0935330156569094,-0.0,-0.0,-0.0,30,24-07-2021 15:54,0.0,0.0,1.0,18961.455871740764,0.0,0.0,7.0,81139.42527566988,55.0,671060.1095179667,28.78090319471148,1.0,63705.03241660105,0.0,0.0,3.0,111.14719265009067,6.0,385.60127951007706,4.0,56.89113286483848,56.0,1110.472517198072,28.58313929966318,5.0,-73.909755,40.811203330000005
-73.90978667,40.81111833,24-07-2021 15:54,1.015263105,751.5,751.5,863.0,1034.5,1024.0,1124.0,1851.5,2144.0,1674.0,2165.5,1664.5,-0.4260059860325906,0.34906402391064967,0.004988977839656573,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0028455893365283,-0.0,-0.0,-0.0,32,24-07-2021 15:54,0.0,0.0,1.0,18898.818888290312,1.0,58848.6432295558,4.0,14405.694770499837,58.0,675328.5374203323,29.103175417202166,1.0,63705.03241660105,1.0,9.881402228376563,3.0,178.6227201533795,5.0,305.7171746407248,4.0,74.07610237252304,58.0,1118.41813812355,12.553572658708015,5.0,-73.90978667,40.811118330000006
-73.909875,40.810865,24-07-2021 15:54,1.019590535,812.5,812.5,862.5,1001.5,939.5,1211.0,1617.5,1741.0,1726.0,1841.5,1942.0,-0.33743038217783755,0.269644484958979,0.028053035589672017,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0588876772082878,0.0,0.0,0.0,34,24-07-2021 15:54,0.0,0.0,2.0,84847.8496020802,0.0,0.0,2.0,2427.4710776292104,47.0,374174.7255101612,28.44584065555625,1.0,63705.03241660105,1.0,9.463325678727363,1.0,57.204037831455246,5.0,285.6192676881162,10.0,467.0244756945544,54.0,867.3710385278322,14.038132961961898,5.0,-73.909875,40.81086499999999
-73.90992833,40.81075333,24-07-2021 15:54,1.02175425,812.5,812.5,1183.0,1213.0,1435.0,1854.5,2073.0,2109.5,1884.0,2193.0,2314.0,-0.28139711465451783,0.26982693754702786,0.019407321324811155,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.1024297284421152,0.0,0.0,0.0,36,24-07-2021 15:54,0.0,0.0,2.0,85680.85325311313,1.0,855.2552350299146,1.0,1758.8103528736497,46.0,375717.7759453776,32.00060225807552,1.0,63705.03241660105,2.0,72.08664434372929,0.0,0.0,5.0,224.89008993983887,11.0,481.69641468230856,51.0,896.7703005751608,18.75092150460731,14.0,-73.90992833,40.81075332999999
-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,812.5,812.5,1097.0,1277.0,1317.0,1444.0,1856.5,2097.5,1790.0,2058.5,2008.5,-0.31319455313820627,0.24314713290857906,-0.009384023099133783,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0575227063314466,0.0,0.0,0.0,38,24-07-2021 15:54,0.0,0.0,2.0,20326.293060452965,2.0,64719.45669717179,1.0,190.34008079304687,46.0,372089.3986749104,26.63964349598783,1.0,63705.03241660105,0.0,0.0,1.0,4.739151995210868,5.0,227.8855545863879,14.0,537.8838036106455,49.0,894.934914081215,29.25736770926833,4.0,-73.90995167,40.81062832999999
-73.90991333,40.8106,24-07-2021 15:54,1.02175425,812.5,812.5,993.5,1118.0,1195.0,1444.0,1856.5,2097.5,1955.0,2058.5,2008.5,-0.35716596570689096,0.3046182553257658,-0.009384023099133783,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0134981708086287,0.0,0.0,0.0,39,24-07-2021 15:54,1.0,22187.204834783755,0.0,0.0,3.0,62201.07888599605,1.0,193.28763028992,46.0,372601.2601759824,17.659094601109253,1.0,63705.03241660105,0.0,0.0,2.0,70.36164329034011,4.0,202.21706624421185,14.0,541.4316093470211,52.0,864.2333396444053,36.071491727578696,4.0,-73.90991333,40.8106
-73.90974333,40.810515,24-07-2021 15:54,1.02175425,812.5,812.5,1032.0,1169.0,1194.0,1275.5,1707.0,1900.5,1908.0,1962.5,1955.5,-0.2961636828644501,0.23831242873432154,0.01604970230390888,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0122945515724084,0.0,0.0,0.0,40,24-07-2021 15:54,0.0,0.0,1.0,18896.73798848483,1.0,2121.757877802635,4.0,54784.257788059775,49.0,595683.5968177491,29.113980407712912,1.0,63705.03241660105,1.0,101.19874491642636,1.0,57.845590951109536,3.0,82.27177386885218,16.0,621.4389026797187,60.0,930.4800533042549,12.549434964827752,16.0,-73.90974333,40.810515
-73.90966667,40.810495,24-07-2021 15:54,1.019590535,1051.0,1051.0,793.0,964.0,894.0,1216.5,2145.5,2453.5,2120.0,2582.0,2138.0,-0.5114738949638071,0.435844915874177,0.025518816403534903,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0042273367778299,0.0,0.0,0.0,41,24-07-2021 15:54,0.0,0.0,1.0,18627.255912205557,2.0,2335.830709131137,5.0,57322.186958358005,49.0,529174.709161368,30.56911502207456,1.0,63705.03241660105,1.0,94.25130661604696,1.0,72.78311150646807,4.0,94.68742131300124,15.0,524.4420907123286,63.0,1018.1294603060796,8.000841850339029,14.0,-73.90966667,40.810495
-73.90951833,40.810445,24-07-2021 15:54,1.019590535,1051.0,1051.0,738.0,904.5,822.0,1216.5,2145.5,2453.5,2533.0,2582.0,2138.0,-0.5375215415948613,0.4612864800476474,0.025518816403534903,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0845643331192464,-0.0,-0.0,-0.0,43,24-07-2021 15:54,0.0,0.0,1.0,17595.54454967819,2.0,2299.7767755702544,7.0,55284.1124627188,50.0,537289.1024569658,37.35701274453973,1.0,63705.03241660105,1.0,150.79679325931593,3.0,65.16647267527526,3.0,70.56482245927778,15.0,477.663115766432,67.0,1066.6893158055009,8.57273487341336,18.0,-73.90951833,40.810445000000016
-73.90944,40.81042333,24-07-2021 15:54,1.019590535,1051.0,1051.0,799.5,1009.5,916.5,1207.5,2132.0,2361.5,2320.0,2553.0,2191.5,-0.49414742170199305,0.4010679323642836,0.03896632414284261,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.028482766263992,-0.0,-0.0,-0.0,44,24-07-2021 15:54,0.0,0.0,2.0,17622.364283994957,1.0,1945.3563350415357,7.0,6955.426133544151,53.0,591017.7176367036,39.277634574316856,1.0,63705.03241660105,1.0,118.46168763241212,3.0,18.44931071866537,3.0,151.66126823309443,10.0,242.84664889452705,73.0,1259.289998823752,15.410691025299975,18.0,-73.90944,40.81042333
